user_id,product_id,rating
348,14,3.0
258,26,3.0
147,71,4.0
251,59,5.0
442,173,5.0
419,144,2.0
402,92,5.0
345,52,5.0
450,7,3.0
146,78,3.0
147,26,2.0
351,173,1.0
198,49,2.0
307,198,2.0
488,130,4.0
416,92,4.0
423,191,2.0
127,171,2.0
38,180,2.0
337,23,5.0
359,59,4.0
128,121,2.0
266,130,3.0
475,147,3.0
440,45,5.0
472,14,5.0
433,152,1.0
150,198,1.0
414,16,1.0
477,125,5.0
297,83,5.0
98,8,5.0
262,165,3.0
251,175,5.0
143,187,3.0
345,62,1.0
111,116,1.0
499,129,1.0
59,87,2.0
368,71,2.0
1,138,4.0
384,63,4.0
303,71,4.0
253,20,2.0
139,17,2.0
452,63,4.0
36,81,4.0
159,109,5.0
8,94,4.0
232,165,5.0
98,31,3.0
146,10,2.0
303,44,4.0
207,32,2.0
130,101,2.0
403,168,2.0
151,135,3.0
53,10,1.0
119,178,4.0
160,87,1.0
407,40,1.0
115,144,1.0
74,75,2.0
112,120,5.0
455,45,2.0
419,159,2.0
421,79,1.0
103,53,2.0
339,85,1.0
253,91,5.0
226,147,4.0
111,160,1.0
472,167,5.0
98,159,4.0
152,96,3.0
348,1,1.0
401,32,1.0
383,157,3.0
365,160,3.0
337,76,1.0
193,115,3.0
309,153,2.0
162,149,4.0
207,102,4.0
444,193,4.0
168,165,2.0
483,102,3.0
160,89,5.0
67,173,3.0
288,121,1.0
397,142,4.0
276,105,3.0
303,118,5.0
403,171,1.0
383,48,2.0
391,103,2.0
134,60,5.0
194,194,1.0
400,122,4.0
127,133,3.0
32,8,1.0
175,5,2.0
459,72,5.0
442,102,5.0
370,159,3.0
469,40,5.0
374,113,5.0
21,7,1.0
237,71,4.0
157,177,3.0
37,91,1.0
229,61,4.0
364,83,1.0
50,61,1.0
437,110,5.0
263,126,4.0
282,6,3.0
26,83,3.0
225,131,4.0
276,133,5.0
285,57,2.0
96,21,1.0
283,153,5.0
366,126,4.0
447,2,1.0
480,126,3.0
452,40,2.0
316,187,3.0
303,105,4.0
146,13,1.0
3,11,4.0
34,86,1.0
191,11,5.0
48,140,2.0
16,24,5.0
171,44,5.0
219,121,4.0
157,146,2.0
476,54,1.0
45,99,1.0
372,172,3.0
5,135,1.0
98,118,4.0
379,52,5.0
232,182,5.0
36,31,5.0
279,50,2.0
348,43,1.0
496,81,4.0
301,197,2.0
180,145,3.0
94,149,4.0
98,36,4.0
187,95,4.0
480,55,5.0
115,104,4.0
190,58,1.0
252,130,4.0
468,155,5.0
415,34,4.0
470,188,3.0
160,92,3.0
255,181,5.0
322,190,1.0
127,96,1.0
17,134,2.0
280,75,5.0
489,48,4.0
222,93,5.0
53,158,2.0
57,185,5.0
322,188,5.0
359,23,2.0
173,147,1.0
279,36,4.0
113,3,2.0
287,107,3.0
430,125,1.0
341,19,3.0
150,187,1.0
449,151,4.0
126,49,4.0
154,176,5.0
489,178,3.0
385,95,1.0
473,104,4.0
272,163,2.0
103,116,4.0
416,97,2.0
392,65,1.0
298,78,4.0
245,161,4.0
175,163,1.0
38,5,4.0
476,38,2.0
169,169,4.0
246,114,3.0
25,185,5.0
354,124,2.0
305,11,3.0
408,130,1.0
407,17,2.0
12,39,5.0
315,20,5.0
390,142,1.0
312,98,1.0
35,25,2.0
172,7,4.0
19,99,1.0
320,86,4.0
263,41,3.0
493,171,5.0
399,13,4.0
141,77,5.0
459,1,4.0
370,118,3.0
470,36,1.0
142,68,3.0
91,165,1.0
353,40,1.0
321,61,5.0
287,59,3.0
214,124,4.0
446,110,3.0
341,13,5.0
50,83,1.0
152,129,5.0
185,69,2.0
62,144,2.0
189,122,4.0
124,88,5.0
149,27,4.0
313,65,4.0
57,162,2.0
341,4,4.0
304,192,2.0
179,167,1.0
169,183,5.0
325,163,4.0
270,44,2.0
53,150,3.0
490,46,4.0
443,30,1.0
100,138,1.0
480,9,3.0
263,194,2.0
52,117,4.0
59,13,2.0
491,79,1.0
107,92,2.0
4,9,1.0
102,75,2.0
195,93,3.0
261,104,5.0
364,0,3.0
479,132,3.0
371,19,5.0
349,7,5.0
46,170,4.0
354,0,4.0
310,56,3.0
423,63,3.0
307,117,1.0
143,27,1.0
268,120,4.0
369,106,4.0
123,164,1.0
105,174,1.0
157,164,2.0
146,48,2.0
144,119,1.0
119,43,2.0
318,55,5.0
274,155,4.0
91,110,4.0
57,133,1.0
438,107,3.0
345,188,1.0
228,147,2.0
473,113,3.0
116,77,2.0
317,129,5.0
278,36,2.0
126,19,5.0
392,25,5.0
395,28,2.0
128,0,2.0
57,118,5.0
121,34,3.0
0,197,5.0
238,58,4.0
289,68,5.0
95,160,3.0
125,178,4.0
117,11,1.0
47,19,1.0
487,42,5.0
236,125,2.0
372,49,3.0
384,28,4.0
271,184,4.0
188,38,1.0
486,183,4.0
191,170,3.0
446,177,4.0
68,150,3.0
277,171,2.0
348,37,1.0
246,83,4.0
450,150,3.0
75,127,5.0
153,125,1.0
143,44,2.0
434,51,3.0
484,79,2.0
85,177,2.0
184,123,4.0
284,118,4.0
461,7,3.0
219,84,5.0
68,128,3.0
46,7,5.0
496,156,2.0
93,95,1.0
237,101,3.0
445,4,3.0
499,85,5.0
452,174,2.0
203,33,2.0
399,192,5.0
217,54,2.0
473,118,4.0
431,170,1.0
340,157,3.0
38,113,1.0
99,144,3.0
288,25,4.0
253,135,2.0
221,46,5.0
356,112,4.0
22,75,1.0
249,71,5.0
9,88,2.0
245,45,4.0
324,195,5.0
99,32,4.0
289,0,4.0
179,146,2.0
222,30,3.0
393,141,5.0
249,52,2.0
146,47,4.0
441,68,2.0
95,104,3.0
256,89,5.0
324,189,3.0
492,193,1.0
3,191,5.0
15,197,3.0
279,62,4.0
335,72,5.0
246,160,5.0
257,168,2.0
496,88,4.0
475,175,1.0
383,12,3.0
159,72,2.0
474,76,3.0
339,158,1.0
151,67,1.0
395,97,5.0
177,124,1.0
162,101,3.0
379,131,4.0
32,101,4.0
416,18,5.0
444,197,3.0
178,81,3.0
426,140,1.0
100,22,3.0
267,82,2.0
322,108,1.0
64,74,2.0
416,128,5.0
167,87,4.0
329,53,5.0
42,198,4.0
43,88,5.0
284,142,3.0
396,64,2.0
11,75,4.0
94,198,1.0
301,142,2.0
385,148,1.0
252,146,2.0
498,59,2.0
241,92,5.0
34,160,4.0
214,48,4.0
336,34,2.0
89,171,3.0
263,101,3.0
92,10,1.0
409,98,1.0
457,199,5.0
89,109,2.0
417,73,1.0
114,193,1.0
104,173,2.0
390,8,5.0
195,2,1.0
313,84,5.0
113,25,4.0
492,71,5.0
74,47,3.0
412,193,3.0
375,197,5.0
419,155,3.0
216,116,4.0
276,153,2.0
248,152,3.0
163,11,3.0
393,132,5.0
356,47,4.0
456,36,2.0
407,43,5.0
191,14,5.0
226,42,4.0
176,175,2.0
98,86,4.0
495,69,2.0
35,45,4.0
465,107,5.0
496,122,5.0
486,170,1.0
95,20,3.0
151,150,4.0
150,106,1.0
189,79,3.0
223,46,4.0
36,116,2.0
267,123,3.0
368,142,5.0
182,24,1.0
12,35,3.0
278,50,3.0
216,14,5.0
354,67,4.0
360,20,2.0
285,140,5.0
272,18,2.0
368,33,4.0
61,77,3.0
83,124,2.0
367,195,1.0
341,51,5.0
396,26,4.0
186,156,5.0
18,155,5.0
176,34,5.0
99,135,1.0
395,143,1.0
444,105,5.0
402,157,4.0
75,145,5.0
264,1,1.0
454,176,2.0
283,76,5.0
205,131,5.0
222,89,4.0
383,88,3.0
51,93,3.0
338,6,4.0
366,94,4.0
143,107,4.0
372,73,3.0
68,38,4.0
98,140,1.0
395,158,5.0
24,70,5.0
435,190,2.0
378,55,2.0
468,169,5.0
483,188,1.0
52,41,3.0
150,183,3.0
143,35,1.0
56,83,3.0
38,195,4.0
108,117,5.0
180,6,5.0
41,53,1.0
185,128,3.0
422,171,2.0
397,119,2.0
222,172,3.0
121,105,2.0
132,46,1.0
162,122,1.0
214,140,3.0
220,118,2.0
234,149,1.0
330,117,1.0
145,20,4.0
238,136,4.0
75,25,1.0
8,8,3.0
73,14,5.0
441,9,5.0
491,121,1.0
400,120,1.0
252,124,1.0
229,169,3.0
6,71,4.0
173,151,1.0
140,48,1.0
167,153,2.0
169,90,3.0
392,36,1.0
433,67,2.0
282,49,5.0
121,151,1.0
193,18,1.0
4,99,2.0
28,59,3.0
164,166,1.0
421,88,5.0
338,145,1.0
135,146,5.0
495,163,4.0
364,182,4.0
320,68,5.0
341,174,3.0
499,48,1.0
144,107,1.0
326,160,4.0
216,118,5.0
300,148,1.0
131,149,1.0
291,175,3.0
69,36,2.0
251,142,4.0
414,162,4.0
274,198,2.0
444,159,1.0
363,10,3.0
181,137,3.0
166,77,4.0
90,76,3.0
201,184,2.0
345,152,1.0
18,1,2.0
38,63,5.0
125,34,4.0
450,6,3.0
172,84,5.0
140,145,3.0
241,66,1.0
219,41,1.0
125,117,1.0
57,124,3.0
147,166,5.0
475,168,1.0
455,23,5.0
382,45,5.0
360,18,3.0
422,67,3.0
0,101,4.0
386,41,3.0
460,31,3.0
347,166,2.0
189,108,1.0
190,35,4.0
368,96,4.0
408,163,4.0
311,130,2.0
416,72,3.0
421,135,1.0
116,96,5.0
133,122,3.0
57,69,2.0
43,168,3.0
172,195,3.0
159,12,2.0
172,48,4.0
316,59,4.0
302,129,1.0
148,187,1.0
79,4,4.0
373,171,5.0
212,26,3.0
202,159,5.0
251,148,3.0
228,7,4.0
163,199,1.0
226,49,1.0
146,66,5.0
19,43,1.0
440,124,4.0
401,57,5.0
46,2,3.0
232,85,1.0
304,69,2.0
13,129,1.0
142,171,3.0
414,1,5.0
372,34,2.0
53,97,4.0
373,29,1.0
258,115,5.0
143,7,4.0
470,149,3.0
440,43,5.0
458,185,4.0
11,35,5.0
329,196,2.0
223,76,2.0
271,30,1.0
455,46,1.0
357,54,2.0
459,105,5.0
407,189,2.0
155,157,1.0
372,120,2.0
7,54,2.0
121,143,5.0
347,11,4.0
163,144,1.0
89,143,5.0
135,139,2.0
185,135,2.0
315,2,4.0
177,143,1.0
27,29,1.0
219,22,3.0
356,91,1.0
40,114,4.0
227,103,3.0
191,117,3.0
410,4,2.0
446,103,2.0
200,64,3.0
416,120,2.0
211,29,4.0
460,148,2.0
219,83,2.0
239,197,3.0
412,149,3.0
396,199,5.0
45,31,4.0
252,15,1.0
389,37,4.0
81,141,4.0
370,35,3.0
255,150,4.0
196,113,3.0
302,65,2.0
408,104,5.0
449,84,2.0
9,1,3.0
311,192,3.0
285,74,2.0
250,179,1.0
364,189,1.0
4,150,3.0
118,153,4.0
288,195,3.0
373,54,4.0
64,5,2.0
145,162,5.0
223,149,4.0
238,170,1.0
176,142,3.0
266,85,2.0
340,59,1.0
281,100,2.0
62,11,5.0
216,48,3.0
341,41,3.0
314,165,5.0
282,81,3.0
176,172,4.0
460,34,2.0
416,157,1.0
97,157,5.0
104,133,4.0
98,66,1.0
384,79,1.0
404,6,5.0
495,179,4.0
310,13,1.0
5,72,1.0
475,142,4.0
464,148,3.0
196,162,1.0
350,65,2.0
132,90,4.0
357,129,1.0
258,162,5.0
436,19,2.0
22,9,1.0
484,24,2.0
52,193,2.0
164,24,3.0
201,53,2.0
457,32,3.0
82,163,4.0
144,94,3.0
84,13,5.0
77,64,1.0
456,109,4.0
365,79,4.0
0,53,5.0
50,124,3.0
172,179,1.0
204,130,3.0
259,168,2.0
445,133,3.0
448,24,4.0
368,140,1.0
487,116,3.0
287,135,1.0
33,148,1.0
347,195,2.0
94,24,2.0
71,78,4.0
38,67,5.0
153,172,1.0
249,187,5.0
161,11,4.0
437,31,1.0
117,127,1.0
258,95,5.0
378,91,3.0
305,140,2.0
267,30,3.0
448,77,5.0
53,19,2.0
235,145,3.0
388,59,2.0
477,190,1.0
221,133,3.0
250,159,2.0
312,92,2.0
400,42,2.0
111,129,3.0
254,59,4.0
302,150,3.0
406,30,5.0
206,4,3.0
228,161,2.0
340,9,1.0
397,88,3.0
65,129,3.0
74,125,2.0
434,10,1.0
102,177,1.0
421,158,5.0
191,55,3.0
251,82,1.0
225,136,1.0
293,98,4.0
305,148,4.0
97,72,1.0
337,155,5.0
285,189,1.0
334,114,2.0
346,6,3.0
434,79,5.0
446,143,2.0
481,96,5.0
307,3,2.0
248,3,3.0
165,102,3.0
480,39,4.0
471,16,2.0
334,100,4.0
29,102,2.0
246,123,4.0
105,51,3.0
50,51,5.0
80,163,4.0
132,123,2.0
284,165,2.0
387,177,3.0
137,62,2.0
183,115,1.0
400,190,5.0
329,61,4.0
272,6,5.0
339,154,3.0
471,91,4.0
68,13,4.0
33,198,1.0
261,85,3.0
52,132,2.0
449,182,1.0
204,129,1.0
125,61,5.0
234,148,5.0
42,78,5.0
239,148,1.0
458,137,2.0
370,57,4.0
110,119,5.0
248,166,2.0
150,132,3.0
182,64,5.0
335,12,4.0
94,180,3.0
458,81,3.0
373,172,4.0
399,159,5.0
7,163,1.0
387,187,4.0
359,138,4.0
387,190,4.0
183,148,3.0
280,51,2.0
194,182,1.0
351,116,5.0
194,25,5.0
154,195,2.0
92,33,4.0
159,51,1.0
433,111,5.0
60,81,5.0
121,179,4.0
50,156,2.0
402,165,1.0
276,41,2.0
4,20,2.0
465,41,1.0
91,140,1.0
169,112,5.0
316,104,5.0
21,191,1.0
404,16,3.0
325,119,5.0
0,136,3.0
132,168,1.0
232,128,5.0
11,129,2.0
345,59,1.0
45,47,4.0
33,28,3.0
432,96,1.0
77,9,1.0
217,57,5.0
300,187,5.0
410,20,5.0
72,27,4.0
281,33,5.0
248,7,1.0
46,186,5.0
120,199,2.0
213,176,5.0
238,78,4.0
55,144,2.0
349,187,1.0
106,86,1.0
318,87,3.0
47,172,2.0
60,68,3.0
336,159,2.0
25,171,2.0
291,192,4.0
256,86,3.0
7,100,4.0
112,7,2.0
354,76,1.0
252,199,2.0
179,86,4.0
206,42,3.0
302,128,3.0
126,108,4.0
55,178,3.0
213,151,5.0
13,151,1.0
473,16,1.0
27,132,1.0
470,147,3.0
77,20,3.0
215,57,2.0
385,158,2.0
364,109,1.0
153,138,5.0
13,179,2.0
186,142,2.0
311,134,3.0
370,27,5.0
6,50,1.0
2,185,2.0
110,4,5.0
406,4,5.0
237,93,1.0
362,95,5.0
238,7,5.0
492,63,5.0
273,137,2.0
293,37,1.0
226,110,5.0
370,111,5.0
14,80,2.0
191,135,1.0
472,103,3.0
118,152,2.0
484,72,1.0
27,193,5.0
201,177,1.0
38,194,1.0
440,48,1.0
272,35,3.0
230,125,1.0
85,67,3.0
473,77,5.0
125,104,3.0
299,168,5.0
24,121,5.0
144,118,3.0
12,189,2.0
211,113,4.0
24,9,1.0
67,148,4.0
393,163,1.0
66,139,1.0
232,90,5.0
108,1,1.0
145,117,1.0
110,12,3.0
227,180,4.0
110,159,3.0
469,94,1.0
33,143,5.0
110,31,3.0
263,31,3.0
423,123,2.0
368,10,1.0
235,9,5.0
82,14,3.0
41,16,3.0
424,167,5.0
100,145,1.0
5,182,2.0
179,152,3.0
281,58,2.0
319,77,4.0
225,123,1.0
442,113,4.0
439,21,4.0
314,157,4.0
364,171,1.0
453,31,1.0
228,178,5.0
376,173,2.0
288,112,2.0
436,119,5.0
149,148,5.0
276,121,4.0
197,31,5.0
69,118,3.0
111,38,2.0
349,174,3.0
330,17,3.0
445,148,3.0
317,140,3.0
349,148,4.0
94,125,3.0
310,45,4.0
136,103,3.0
246,134,2.0
386,150,3.0
242,85,3.0
30,149,3.0
39,88,2.0
228,21,1.0
35,91,1.0
407,28,4.0
222,12,4.0
5,1,2.0
321,28,5.0
467,179,1.0
219,26,4.0
74,49,1.0
3,94,2.0
334,150,2.0
133,87,5.0
117,43,5.0
368,21,2.0
93,170,4.0
485,164,1.0
434,188,3.0
61,96,5.0
440,183,3.0
193,2,4.0
334,190,5.0
202,117,3.0
391,18,4.0
25,22,1.0
434,156,4.0
172,29,5.0
299,38,2.0
132,107,1.0
325,110,3.0
409,24,5.0
323,110,4.0
274,135,2.0
211,105,5.0
224,185,5.0
19,143,2.0
112,71,4.0
139,128,2.0
46,107,5.0
0,4,5.0
89,2,3.0
141,192,3.0
319,131,1.0
37,103,5.0
292,63,3.0
381,105,2.0
138,97,4.0
355,9,2.0
332,148,4.0
490,127,3.0
258,45,1.0
160,154,2.0
389,65,2.0
177,168,2.0
9,111,4.0
260,12,3.0
406,136,2.0
137,163,2.0
171,85,1.0
385,89,1.0
12,57,3.0
167,53,3.0
129,11,5.0
83,13,1.0
320,120,5.0
318,161,4.0
100,180,5.0
328,120,2.0
272,19,5.0
264,74,3.0
458,143,4.0
398,69,2.0
407,55,5.0
37,100,4.0
418,185,4.0
93,131,2.0
94,110,5.0
304,124,4.0
68,131,4.0
317,19,1.0
443,137,4.0
235,23,1.0
433,153,5.0
333,36,5.0
372,53,5.0
375,102,3.0
458,148,5.0
136,37,4.0
417,173,2.0
75,3,1.0
482,187,3.0
34,56,5.0
0,172,5.0
295,19,2.0
319,16,2.0
405,118,3.0
59,70,1.0
319,3,5.0
348,13,3.0
327,2,4.0
266,79,4.0
360,185,3.0
228,54,5.0
269,131,3.0
315,119,5.0
285,23,2.0
290,161,3.0
212,157,5.0
164,81,3.0
4,146,3.0
338,158,5.0
378,187,5.0
77,59,1.0
409,146,3.0
61,48,4.0
131,62,3.0
88,109,3.0
236,149,5.0
41,151,3.0
88,108,3.0
401,75,4.0
295,29,5.0
327,57,3.0
294,116,2.0
103,158,1.0
13,99,4.0
287,191,3.0
178,18,2.0
124,175,3.0
421,172,3.0
352,93,5.0
22,182,5.0
62,112,5.0
142,182,2.0
480,145,3.0
152,62,1.0
144,115,4.0
224,112,5.0
494,46,5.0
449,56,3.0
461,117,3.0
308,44,2.0
103,160,2.0
103,144,5.0
434,197,3.0
38,3,1.0
434,147,4.0
197,46,3.0
133,142,3.0
66,197,2.0
390,46,4.0
178,77,5.0
455,123,3.0
41,74,5.0
447,102,3.0
499,136,5.0
14,89,4.0
110,143,2.0
156,68,4.0
288,60,1.0
499,137,2.0
477,49,4.0
230,2,1.0
410,106,3.0
419,112,3.0
156,93,5.0
37,117,2.0
440,197,3.0
96,80,2.0
484,108,3.0
410,50,5.0
438,146,4.0
288,169,5.0
253,34,1.0
195,45,3.0
85,153,1.0
321,68,1.0
9,92,2.0
4,63,3.0
122,164,1.0
329,48,4.0
352,148,1.0
117,73,4.0
293,191,2.0
396,4,1.0
158,99,5.0
302,69,2.0
227,89,4.0
364,3,2.0
215,125,1.0
435,38,3.0
183,162,3.0
14,128,4.0
156,23,4.0
135,56,3.0
260,99,4.0
156,69,2.0
46,40,5.0
323,181,5.0
331,173,2.0
172,59,5.0
129,107,1.0
410,187,2.0
94,56,4.0
114,30,2.0
242,83,3.0
419,151,4.0
291,35,3.0
281,157,4.0
298,151,5.0
282,107,2.0
68,105,1.0
147,157,4.0
10,85,4.0
253,134,3.0
329,162,5.0
359,182,3.0
37,13,3.0
133,119,5.0
199,137,1.0
22,79,3.0
302,143,3.0
345,181,4.0
301,105,5.0
362,69,2.0
395,43,1.0
217,72,1.0
140,44,5.0
103,183,4.0
445,106,4.0
209,83,5.0
472,81,4.0
480,106,1.0
110,184,1.0
103,20,2.0
315,195,5.0
170,177,3.0
459,160,3.0
491,6,2.0
355,69,2.0
495,126,4.0
323,142,2.0
132,159,2.0
375,147,3.0
292,142,4.0
327,175,2.0
126,198,2.0
105,148,4.0
496,169,5.0
91,153,4.0
286,119,3.0
377,127,5.0
392,141,1.0
50,56,4.0
28,164,3.0
461,57,5.0
295,20,4.0
296,81,2.0
213,68,4.0
406,86,4.0
256,164,5.0
301,48,5.0
100,146,4.0
404,114,5.0
345,88,2.0
109,84,4.0
419,127,2.0
181,139,2.0
312,168,4.0
0,160,5.0
318,177,2.0
437,116,3.0
54,195,4.0
370,126,4.0
423,70,1.0
398,85,1.0
148,32,2.0
430,80,1.0
456,151,2.0
308,60,5.0
136,60,2.0
201,97,1.0
435,27,5.0
312,185,1.0
116,42,2.0
153,168,3.0
424,166,4.0
290,85,1.0
62,176,2.0
243,16,5.0
24,97,1.0
89,197,1.0
74,197,4.0
293,97,2.0
385,64,3.0
390,73,5.0
209,84,2.0
474,4,5.0
417,1,1.0
346,21,4.0
16,111,4.0
127,56,3.0
426,65,4.0
442,73,1.0
363,97,3.0
250,143,2.0
178,111,4.0
181,178,3.0
151,124,1.0
24,166,5.0
454,85,5.0
179,75,1.0
197,87,1.0
343,167,5.0
160,37,3.0
176,187,5.0
284,58,1.0
62,137,4.0
490,98,2.0
149,191,4.0
153,62,4.0
155,48,1.0
369,191,5.0
468,31,3.0
48,134,4.0
454,20,5.0
336,19,3.0
83,153,4.0
360,126,3.0
176,67,5.0
147,109,2.0
117,115,5.0
341,142,1.0
475,119,3.0
62,78,2.0
188,115,3.0
359,91,3.0
48,13,4.0
326,154,1.0
256,124,3.0
223,167,5.0
140,57,5.0
477,27,4.0
214,25,1.0
434,112,1.0
378,190,5.0
439,65,2.0
210,152,4.0
317,130,4.0
31,199,5.0
157,43,5.0
284,96,2.0
304,41,2.0
428,5,1.0
476,166,4.0
285,179,4.0
143,22,5.0
423,88,1.0
18,122,4.0
17,177,1.0
256,170,1.0
77,146,5.0
370,196,1.0
174,50,2.0
497,10,2.0
193,11,3.0
475,73,5.0
113,151,2.0
221,40,3.0
165,163,5.0
434,84,5.0
318,71,1.0
131,54,4.0
384,136,1.0
263,46,5.0
412,142,2.0
54,175,2.0
358,103,1.0
130,41,5.0
265,197,5.0
457,11,2.0
466,129,5.0
365,6,3.0
161,79,5.0
379,130,5.0
480,108,1.0
86,2,3.0
54,26,4.0
475,113,1.0
287,106,4.0
177,39,2.0
390,160,4.0
348,128,5.0
7,7,4.0
320,100,1.0
312,159,1.0
322,175,1.0
471,106,1.0
470,100,4.0
442,3,3.0
254,197,3.0
327,109,2.0
53,18,1.0
248,31,4.0
228,11,5.0
66,138,1.0
50,45,1.0
96,118,3.0
91,15,4.0
494,128,1.0
263,62,3.0
417,108,2.0
290,118,3.0
87,157,3.0
77,12,1.0
287,161,1.0
119,3,2.0
301,155,5.0
490,101,5.0
399,58,5.0
451,127,2.0
499,26,5.0
164,68,5.0
181,24,3.0
468,130,1.0
397,96,1.0
222,195,3.0
310,24,3.0
431,147,3.0
465,161,1.0
6,153,5.0
329,125,3.0
262,132,2.0
160,188,3.0
150,8,4.0
84,115,3.0
146,177,1.0
111,133,3.0
380,59,4.0
402,171,2.0
35,120,5.0
284,138,3.0
187,193,4.0
81,174,4.0
1,107,2.0
384,107,1.0
302,130,3.0
196,75,4.0
403,29,2.0
10,20,5.0
233,155,4.0
385,189,2.0
194,160,1.0
470,162,1.0
118,179,4.0
395,33,4.0
